marca,equipo,item,descripcion,nro_parte,cod_comercial,observacion,unidad,stock,ubicacion
LORENZANA,MIXER,192,BOMBA DE TRANMISION ,,,,UND,1,PISO
LORENZANA,SCALER - ROBOT - HURON,193,ARRANCADOR MOTOR DEUTZ TCD 2012,,,,UND,3,PISO
LORENZANA,SCALER,194,ENTRENAMIENTO,05-00026,,SE IMPORTARON  3 UND 24/03 - 1 UND DESTINADA AL SCALER . INGRESAR EL RESTO AL STOCK,UND,0,
LORENZANA,ROBOT 18.9,195,FILTRO DE ACEITE HIDRAULICO DE BRAZO,,SPE_11_010,,UND,0,
LORENZANA,SCALER ,196,KIT DE SELLOS EXTENCION DE BRAZO ,,,,UND,1,C
LORENZANA,SACALER,197,KIT DE SELLO PARA MARTILLO CDC302,,,,UND,0,B
LORENZANA,SCALER,198,SENSOR DE TEMPERATURA 7246A-010,***,,,UND,0,
LORENZANA,ROBOT 20.10,199,JUNTA DE REBORDE DN150,44-00115,,,UND,0,
LORENZANA,,200,ANILL0 RANURADO DN150,,,,UND,0,
LORENZANA,HURON 4 - SCALER - ROBOT,201,PEDAL DE ACELERADOR,ELECT-0615,01.07.00001,,UND,4,
LORENZANA,SCALER,202,TELEMANDO COMPLETO SCL3,,01.15.00009,,UND,0,
LORENZANA,ROBOT 20.10,203,BOBINA 24V (CILINDROS DE TRANSPORTE),01-00428,,,UND,0,
LORENZANA,ROBOT 20.10,204,BOBINA DANFOS PVG PROPORCIONAL,,,,UND,0,
LORENZANA,HURON 30 ROBT CH14,205,BOMBA DOBLE EQUIPOS TANDEN MINING,,,,UND,0,
LORENZANA,HURON 4,206,CONTRADISCO DE FRENO,37-00121,,,UND,0,
LORENZANA,SCALER/HURON 4,207,CUBO REDUCTOR COMPLETO EJE CARRARO,***,,,UND,0,
LORENZANA,HURON 4/SCALER,208,DISCO DE FRENO EJE CARRARO,,,,UND,0,
LORENZANA,,209,ELECTROVALVULA PVG DE BRAZO,,,,UND,0,
LORENZANA,,210,TOBERA PARA LANZADO MANUAL CON ROBOT,***,,,UND,2,
LORENZANA,SCALER,211,JOYSTICK DX,,01.08.00013,,UND,0,
LORENZANA,SCALER,212,JOYSTICK SX,,01.08.00014,,UND,0,
LORENZANA,SCALER,213,PANTALLA,,01.11.00008,,UND,0,
LORENZANA,ROBOT 20.10,214,KIT DE SELLOS CILINDRO HIDRAULICO DE ACCIONAMIENTO DE BOMBA DE CONCRETO ALIVA,,,FRANK COLOCARÁ N/P,UND,0,C
LORENZANA,ROBOT 20.7,215,MOTOR HIDRAULICO PARA MEZCLADOR,66679006,,,UND,0,
LORENZANA,FLOTA DE EQUIPOS,216,LLAVES,,,,UND,2,
LORENZANA,ROBOT 18.9,217,UNIDAD DE GIRO  360°,,,,UND,1,
LORENZANA,SCALER ,218,VENTILADOR ,,,,UND,1,
LORENZANA,SCALER ,219,PUNTA PARA MARTILLO TABE ,,,,UND,1,PISO
LORENZANA,SCALER,220,BOMBA TRASLACIÓN HPV105-02R,07-00087,06.01.00004,,UND,1,PISO
LORENZANA,ROBOT SPRAYCON  20.10 ,221,BOMBA DOBLE (POWER PACK DIESEL),07-00111,06.01.00020,,UND,2,
LORENZANA,ROBOT SPRAYCON  20.10 ,222,BOMBA BOMBEO DIESEL DB,07-00108,06.01.00023,,UND,1,PISO
LORENZANA,ROBOT SPRAYCON  20.10 ,223,DISTRIBUIDOR ELECTRICO 5 CUERPOS    ( CONTROL DE GATAS Y AUXILIARES),19-00031,06.01.00023,,UND,1,
LORENZANA,ROBOT SPRAYCON  20.10 - SCALER - HURON 4,224,ACOPLAMIENTO ELÁSTICO,40-540 A,04.12.00001,,UND,4,
LORENZANA,HURON 4,225,BOMBA DE FRENO , 30-149 C,06.06.00001,,UND,4,
LORENZANA,HURON 4,226,TRANSMISIÓN DELANTERA H4 MOTOR HMR 210,TRANS-0058, 04.08.00027,,UND,0,
LORENZANA,HURON 4,227,TRANSMISIÓN INTERMEDIA H4,TRANS-0013,04.08.00002,,UND,0,
LORENZANA,HURON 4,228,FRENILLO INTERIOR Ø60 DIN-472,TRANS-0013,10.01.60004,,UND,0,
LORENZANA,HURON 4,229,ENTRENAMIENTO BOMBA LINDE HPV135,,04.12.00008,,UND,0,
LORENZANA,HURON 4,230,ENTRENAMIENTO INTERNO BOMBA LINDE, 05-00034,04.12.00009,,UND,0,
LORENZANA,HURON 4 SERIE H4F-101806,231,PASTILLA FRENO MANO, 30-050,06.02.00013,,UND,0,
LORENZANA,SCALER - ROBOT 20.10,232,BOMBA DOBLE DE SERVICIOS EJE CHAVETERO,,,,UND,0,H
LORENZANA,ROBOT SPRAYCON  20.10 ,233,FILTRO SEPARADOR COMPRESOR,23-00076,08.05.00001,,UND,2,
LORENZANA,SCALER ,234,SENSOR TEMPERATURA ACEITE HIDRÁULICO, 01-00310,01-00310,,UND,3,
LORENZANA,HURON 4,235,BOBINA CON EJE 24V BOMBA LINDE HPV ( SPOOL DE BLOCK DE CON,,01.04.00019,,UND,2,
LORENZANA,ROBOT SPRAYCON  20.10 ,236,CASQUILLO DEL COJINETE DEL AGITADOR,44-00129,11.01.00010,,UND,2,D
LORENZANA,ROBOT SPRAYCON  20.10 ,237,CASQUILLO DEL COJINETE DEL AGITADOR,44-00130,11.01.00011,,UND,2,D
LORENZANA,SCALER ,238,TELEMANDO  SPRAYCON (TRANSMISOR),01-00738,01.15.00004,,UND,1,
LORENZANA,HURON 4,239,ACUMULADOR DE FRENO CARGADO A 50 BAR, 30-130,06.06.00002,,UND,1,
LORENZANA,,240,JUNTA DE 41/2,,,,UND,13,
RESEMIN,BOLTER 99,1,TAPA DE LLENADO DE 3/4 ,,,,UND,1,A
RESEMIN,BOLTER,2,KIT DE SELLOS CILINDRO DE EXTESION DE VIGA ,440632052,,,UND,1,A
RESEMIN,EMPERNADOR D5311,3,KIT DE SELLOS GATAS,,,,UND,1,A
RESEMIN,BOLTER,4,KIT DE SELLOS DE CILINDRO DE AVANCE ,,40650099,,UND,1,A
RESEMIN,BOLTER,5,SEAL KIT DE MOTOR DANFOSS 45-65,,,,UND,1,A
RESEMIN,BOLTER,6,DIAPHRAGM KIT,,86633963,,UND,1,A
RESEMIN,BOLTER,7,BS RING,,86248622,,UND,1,A
RESEMIN,BOLTER,8,ELEMENTO FILTRANTE DE RETORNO HIDRAULICO,,,,UND,2,A
RESEMIN,JUMBO MUKI,9,FILTRO DE BOMBA HIDROSTATICA ,,04005 05029,,UND,1,
RESEMIN,BOLTER,10,FILTRO DE ACEITE DE ALTA PRESON ,,VP1088082,,UND,0,
RESEMIN,BOLTER,11,FILTRO DE ACEITE ,,LF689,,UND,2,A
RESEMIN,BOLTER,12,FILTRO DE ACEITE,,L20064,,UND,1,A
RESEMIN,BOLTER 99,14,FILTRO SEPARADOR ,,FS19734,,UND,3,A
RESEMIN,BOLTER,15,FILTRO HIDRAULICO ,,HF6554,,UND,3,A
RESEMIN,BOLTER,16,FILTRO HIDRAULICO DE ACEITE DE LUBRICACION ,,936910Q,CMC,UND,3,A
RESEMIN,BOLTER,17,FILTRO DE AIRE PRIMARIO ,,C15300,,UND,1,A
RESEMIN,BOLTER,20,ANILLO DE SEGURIDAD ,,0119 00048,,UND,4,A
RESEMIN,BOLTER,21,FLAINA,,0105 00001,,UND,4,A
RESEMIN,BOLTER,22,RODANMIENTO DE RODILLOS CILINDRICOS ,,0170 03003-01,,UND,1,A
RESEMIN,BOLTER,23,BOMBA TRIPLE ,,,REPARADO,UND,0,PISO
RESEMIN,SMALL BOLTER,25,ENFRIADOR DE ACEITE HIDRAULICO REPARADO,,,FRANK COLOCARÁ N/P,UND,0,
RESEMIN,JUMBO MUKI - SMALL BOLTER,26,FILTRO DE AIRE COMPRESOR ,P606951,FMA-025,,UND,6,A
RESEMIN,JUMBO MUKI,27,CONJUNTO DE FILTRO DE ADMICION ,,C15300,,UND,4,A
RESEMIN,SMALL BOLTER,29,FILTRO HIDRAULICO DE LLENADO,,P550252,,UND,5,A
RESEMIN,JUMBO MUKI,30,CADENA DE RODILLO 100 H 4.80 MTS- CANDADO,,,,UND,1,
RESEMIN,JUMBO MUKI,31,UNIDADA DE GIRO,,,REPARADO,UND,1,PISO
RESEMIN,BOLTER 99,33,BOMBA HD DE PISTONES,,,,UND,1,PISO
RESEMIN,BOLTER 99,34,BOMBA DE AGUA ,,,,UND,0,PISO
RESEMIN,BOLTER,35,CILINDRO EXTENSION VIGA,,,REPARADO,UND,1,PISO
RESEMIN,BOLTER,36,CADENA ASA 100 HE ,12501004,,,UND,1,PISO
RESEMIN,BOLTER 99,37,ENFREIADOR TUBULAR ,,,,UND,1,PISO 
RESEMIN,JUMBO MUKI,39,BOMBA HIDRAULICA  DE SERVICIOS ,111.20.105.00,,,UND,1,B
RESEMIN,BOLTER 99,40,FILTRO SEPARADOR DE AIRE Y ACEITE,,P782915,,UND,1,A
