marca,equipo,item,descripcion,nro_parte,cod_comercial,observacion,unidad,stock,ubicacion
FAMBITION,FL04,1,FILTRO DIESEL,1206019021,,,UND,0,A
FAMBITION,FL04,2,FILTRO  COMBUSTIBLE ALTA PRECISIÓN,1418101011,22296415,,UND,8,A
FAMBITION,FL04,3,ELEMENTO FILTRANTE DE ACEITE HIDRÁULICO,1205002561,P161365,,UND,2,A
FAMBITION,FL04,4,FILTRO DE AIRE,1205002521,,,UND,2,A
FAMBITION,FL04,5,ELEMENTO FILTRANTE DE COMBUSTIBLE ,1615402011,24360739,,UND,2,A
FAMBITION,FL04,6,FILTRO SEPARADOR DE AGUA,,WK 1070 X,FALTA INDICAR N/P,UND,1,A
FAMBITION,FL04,7,ELEMENTO FILTRANTE SEPARADOR DE AGUA-COMBUSTIBLE,1418402011,21538975,,UND,1,A FT 15
FAMBITION,FL04,8,FILTRO ADMISION FL04 MOTOR VOLVO ,,P608676,,UND,0,A
FAMBITION,FL04,9,FILTRO ADMISION FL04 MOTOR VOLVO ,,P601560,,UND,0,A
FAMBITION,FL04,10,FILTRO SEPARADOR DE AGUA,1232420011,FS36226,,UND,5,A
FAMBITION,FL04,11,FILTRO DE ACEITE DE MOTOR -VOLVO,1369108911,24063084,VOLVO,UND,5,B FL 07
FAMBITION,FL04,12,ENGINE OIL FILTER ,1206019031,,,UND,1,A
FAMBITION,FL04,13,ELEMENTO FILTRANTE DE ACEITE DE TRANSMISION,1205301001,P165569,,UND,8,A
FAMBITION,FL04,14,KIT DE REPARACION PARA CILINDRO DE ELEVACION ,1229108505,,,UND,13,C
FAMBITION,FL04,15,LYFT CYLINDER KIT,1229108504,,,UND,2,C
FAMBITION,FL04,16,DUMP CYLINDER KIT,1205101504,,,UND,0,C
FAMBITION,FL04,17,KIT DE REPARACIÓN DEL CILINDRO DE DIRECCIÓN ,1218501505,,1 MOTOR VOLVO 1 MOTOR DEUTZ,UND,11,C
FAMBITION,FL04,18,STEERING CYLINDER KIT - CILINDRO DIRECCION,1218501504,,,UND,1,C
FAMBITION,FL04,19,KIT DE SELLOS DE CILINDRO  LEVANTE,1205108242,,,UND,2,C
FAMBITION,FL04,20,KIT DE REPARACIÓN DEL CILINDRO DE DIRECCIÓN,1218501231,,,UND,6,C
FAMBITION,FL04,21,FERRULE KIT,1200000601,,,UND,1,C
FAMBITION,FL04,22,KIT DE REPARACION,12721500,,,UND,1,C
FAMBITION,FL04,23,KIT DE REPARACION DE CONVERTIDOR DE PAR,12711400,,,UND,1,A
FAMBITION,FL04,24,KIT DE REPARACION PARA CILINDRO DE VOLTEO,1205101505,,,UND,12,C
FAMBITION,FL04,25,SENSOR ALTA PRESION FILTRO TRANSMISION,1324500161,,,UND,1,B
FAMBITION,FL04,26,SENSOR DE TEMPERATURA DE ACEITE,980779001,,,UND,1,B
FAMBITION,FL04,27,SENSOR DE TEMPERATURA ACEITE HIDRAULICO,1405000561,,,UND,2,B
FAMBITION,FL04,28,SELENOIDE BOMBA DE INYECCION,,,FALTA INDICAR N/P,UND,1,B
FAMBITION,FL04,29,SELLO (SEAL PINON ),1207081231,,,UND,1,B
FAMBITION,FL04,30,SELLO DE ACEITE ESQUELETO,1302000141,,,UND,2,B
FAMBITION,FL04,31,ORING,3105013011,,,UND,2,B
FAMBITION,FL04,32,ORING,1205100151,,MOTOR DEUTZ,UND,1,B
FAMBITION,FL04,33,ORING,514250011,,MOTOR DEUTZ,UND,1,B
FAMBITION,FL04,34,ORING,514180011,,MOTOR DEUTZ,UND,1,B
FAMBITION,FL04,35,ORING,1205100141,,MOTOR DEUTZ,UND,2,B
FAMBITION,FL04,36,FUSE HOLDER,980710001,,MOTOR DEUTZ,UND,3,B
FAMBITION,FL04,37,FUSE LINK,980711001,,MOTOR DEUTZ,UND,3,B
FAMBITION,FL04,38,VALVE COVER GASKET,1206019081,,,UND,9,C
FAMBITION,FL04,39,VALVULA DE ACELERADOR,1205303001,,,UND,1,B
FAMBITION,FL04,40,VALVULA DE RECARGA,1205207001,,,UND,1,B
FAMBITION,FL04,41,VALVULA ELECTROMAGNETICA,1405401221,,,UND,1,B
FAMBITION,FL04,42,VALVULA DE DESCARGA,1405401112,,,UND,1,B
FAMBITION,FL04,43,VALVULA SOLENOIDE DE ESTACIONAMIENTO,1205205001,,,UND,2,B
FAMBITION,FL04,44,COMPONENTE VALVULA DE PEDAL VALVE ASSEMBLY,1324411001,,,UND,2,B
FAMBITION,FL04,45,CONJUNTO DE JUNTA UNIVERSAL,1207043032,,,UND,2,B
FAMBITION,FL04,46,MANGO DE GOMA,1203122001,,,UND,0,C
FAMBITION,FL04,47,PEDAL DE ACELERADOR,1615011011,,,UND,0,B
FAMBITION,FL04,48,BOBINA DE TRANSMISIÓN,12721011,,,UND,4,C
FAMBITION,FL04,49,ACTUADOR DE ACELERADOR,1206010601,,,UND,1,B
FAMBITION,FL04,50,COJINETE DE ARTICULACIÓN,1302000161,,,UND,2,B
FAMBITION,FL04,51,ARANDELA,1201500081,,,UND,4,B
FAMBITION,FL04,52,BUJE DELANTERO DEL BRAZO,1201202043,,,UND,4,B
FAMBITION,FL04,53,BUJE DELANTERO DEL BRAZO LEVANTE,1201202044,,,UND,2,B
FAMBITION,FL04,54,BUJE DEL BRAZO ARTICULADO,1201302012,,,UND,2,B
FAMBITION,FL04,55,ESPACIADOR DEL RODAMIENTO,1207040021,,,UND,1,C
FAMBITION,FL04,56,LUZ DE ADVERTENCIA,980786012,,,UND,1,C
FAMBITION,FL04,57,LUZ DE ADVERTENCIA,980786013,,,UND,1,C
FAMBITION,FL04,58,BOMBA DE ACEITE DE TRANSMISION,1205302001,,,UND,1,B
FAMBITION,FL04,59,BOMBA HIDRAULICA DE FRENOS (SIN RETEN),,,FALTA INDICAR N/P,UND,1,B
FAMBITION,FL04,60,BOMBA HIDRULICA DE SERVICIOS ,,,REPARADOS,UND,1,B
FAMBITION,FL04,61,BOMBA HIDRAULICA TANDEN,,,REPARADOS,UND,1,PISO
FAMBITION,FL04,62,BOCINA LINK LADO VASTAGO ,,,FALTA INDICAR N/P,UND,1,B
FAMBITION,FL04,63,GENERADOR ,1206019071,,,UND,2,B
FAMBITION,FL04,64,MOTOR DE ARRANQUE / ARRANCADOR,1306010151,,,UND,2,B
FAMBITION,FL04,65,MANGO DE OPERACIÓN DE TRABAJO,1205117002,,,UND,1,B
FAMBITION,FL04,66,MANIJA DE OPERACIÓN DE DIRECCION,1205500122,,,UND,1,B
FAMBITION,FL04,67,INDICADOR DE TEMPERATURA DE ACEITE,980770001,,,UND,1,B
FAMBITION,FL04,68,INYECTORES VOLVO,,21785960,FALTA INDICAR N/P,UND,4,C
FAMBITION,FL04,69,BULON CILINDRO DIRECCION ,,,FALTA INDICAR N/P,UND,1,B
FAMBITION,FL04,70,REPUESTO SCOOPTRAM (SE REEMPLAZO DE MOTOR CUMMINS),,,FALTA INDICAR N/P,UND,1,C
FAMBITION,FL04,71,PEDAL ACELERADOR ,,,FALTA INDICAR N/P,UND,1,B
FAMBITION,FL04,72,BOTÓN DE PARQUEO,980824001,,,UND,2,C
FAMBITION,FL04,73,VALVE COVER GASKET,120619081,,MOTOR DEUTZ,UND,2,C
FAMBITION,FL04,74,JUNTA UNIVERSAL,1226010131,,,UND,6,B
FAMBITION,FL04,74,CILINDRO DE VOLTEO,1205101005,,,UND,0,AFUERA
FAMBITION,FL04,75,CILINDRO DE ELEVACION,1229108005,,,UND,1,AFUERA
FAMBITION,FL07,1,FILTRO CARTUCHO DE ACEITE DE TRANSMISION,1324501011,P766959,FL10/ FL07/FT/15,UND,11,B
FAMBITION,FL07,2,FILTRO DE AIRE FRESCO DE PAPEL,2311510061,,,UND,8,A-FT15
FAMBITION,FL07,3,FILTRO DE RETORNO DE AIRE ACONDICIONADO (TELA NO TEJIDA),1420611221,,,UND,8,E
FAMBITION,FL07,4,ELEMENTO FILTRANTE DE COMBUSTIBLE,1418101011,22296415,,UND,13,B
FAMBITION,FL07,5,FILTRO DE ACEITE DE MOTOR ,23958443,,VOLVO,UND,5,B
FAMBITION,FL07,6,FILTRO DE AIRE PRIMARIO - DONALSON,,P608677,,UND,2,H
FAMBITION,FL07,7,ELEMENTO FILTRANTE DE COMBUSTIBLE ,1615402011,24360739,,UND,10,B
FAMBITION,FL07,8,FILTRO  COMBUSTIBLE FINO VOLVO,1418101011,22296415,,UND,2,B
FAMBITION,FL07,9,ELEMENTO FILTRANTE DE ACEITE,1418101021,23958443,,UND,3,A FT15
FAMBITION,FL07,10,BASE DE FILTRO HIDRAULICO RETORNO,1405000511,,,UND,6,A
FAMBITION,FL07,11,BASE DE FILTRO HIDRAULICO RETORNO,1405000411,,,UND,8,A
FAMBITION,FL07,12,FILTRO VOLVO,24063084,,,UND,0,B
FAMBITION,FL07,13,FILTRO DE RETORNO,1405000511,FC1275,,UND,3,E
FAMBITION,FL07,14,FILTRO DE RETORNO,1405000411,FC1073,,UND,1,E
FAMBITION,FL07,15,FILTRO PRIMARIO,2218201013,P622056,,UND,8,I
FAMBITION,FL07,16,FILTRO DE AIRE SECUNDARIO,2218201022,P607557,,UND,6,E
FAMBITION,FL07,17,FILTRO DE ACEITE DEL MOTOR - VOLVO,1369108911,24063084,,UND,9,B
FAMBITION,FL07,18,ELEMENTO FILTRANTE EXTERIOR DE FILTRO DE AIRE,2218201012,,,UND,0,
FAMBITION,FL07,19,ELEMENTO SEPARADOR AGUA COMBUSTIBLE,1418402011,,,UND,10,B
FAMBITION,FL07,20,KIT DE SELLOS x identificar,,,PENDIENTE IDENTIFICACION,UND,2,A
FAMBITION,FL07,21,KIT DE REPARACION PARA CONVERTIDOR DE PAR,12711400,,,UND,1,A
FAMBITION,FL07,22,KIT DE REPARACION PARA CILINDRO DE VOLTEO,1305103507,,,UND,6,A
FAMBITION,FL07,23,KIT DE REPARACION,1326030321,,,UND,1,A
FAMBITION,FL07,24,DUMP CYLINDER KIT- CILINDRO DE DIRECCIÓN,1305202508,,,UND,8,A
FAMBITION,FL07,25,DUMP CYLINDER KIT- KIT DE REPARACIÓN DE CILINDRO DE VOLCADO,1305103509,,,UND,3,A
FAMBITION,FL07,26,DUMP CYLINDER KIT,1305103508,,,UND,0,A
FAMBITION,FL07,27, KIT DE REPARACION DEL CILINDRO DE ELEVACION,1305102508,,,UND,3,A
FAMBITION,FL07,28,DUMP CYLINDER KIT,13055103507,,,UND,0,
FAMBITION,FL07,29,SENSOR VELOCIDAD DE MOTOR,1607019061,,,UND,1,C
FAMBITION,FL07,30,SENSOR DE VELOCIDAD,1325110231,,,UND,1,C
FAMBITION,FL07,31,SENSOR DE TEMPERATURA DE ACEITE HIDRÁULICO,1405000561,,,UND,1,C
FAMBITION,FL07,32,SENSOR DE PRESION POST TURBO ALIMENTADO,1325110191,,,UND,1,C
FAMBITION,FL07,33,SENSOR DE PRESION DEL RIEL ,21880678,21880678,FALTA N/P,UND,1,C
FAMBITION,FL07,34,SENSOR DE NIVEL DE AGUA,1418501031,,,UND,1,C
FAMBITION,FL07,35,SENSOR DE NIVEL DE ACEITE,1325110241,,,UND,1,C
FAMBITION,FL07,36,SENSOR DE BAJA PRESION SISTEMA DE FRENO,1405000272,,,UND,1,C
FAMBITION,FL07,37,SENSOR DE PRESION RIEL COMUN,1325110221,,,UND,0,
FAMBITION,FL07,38,SENSOR DE PRESION ACEITE/COMBUSTIBLE,1325110211,,,UND,0,
FAMBITION,FL07,39,SENSOR,1405529001,,,UND,0,
FAMBITION,FL07,40,SENSOR  VOP3885070,,VOP3885070,,UND,1,C
FAMBITION,FL07,41,FUSIBLE LINK,980709001,,,UND,3,C
FAMBITION,FL07,42,SENSOR DE TEMPERATURA ,,VOP21531072,,UND,1,C
FAMBITION,FL07,43,FUSIBLE LINK,980713001,,,UND,3,C
FAMBITION,FL07,45,PORTA FUSIBLE,980710001,,,UND,4,C
FAMBITION,FL07,46,VALVULA DE SECUENCIA,1405406011,,,UND,3,F
FAMBITION,FL07,47,LUZ,980784041,,,UND,4,C
FAMBITION,FL07,48,VALVULA PROPORCIONAL PILOTO,1405401252,,,UND,1,C
FAMBITION,FL07,49,VALVULA ACUMULADOR DE FRENO,1324301351,,,UND,3,D
FAMBITION,FL07,50,VALVULA DE AIRE CORTA (CON TUERCA),1407320001,,,UND,2,C
FAMBITION,FL07,52,VALVULA SOLENOIDE,1405401281,,,UND,1,C
FAMBITION,FL07,53,NUCLEO DE VALVULA,12721005,,,UND,4,C
FAMBITION,FL07,55,TAPA DE LLENADO ,,1674083,,UND,2,C
FAMBITION,FL07,56,TUBO DE SUCCION,1324111601,,,UND,1,D
FAMBITION,FL07,57,SELLO FLOTANTE,1407090282,,,UND,4,D
FAMBITION,FL07,58,JOYSTICK IZQUIERDO,980906011,,,UND,1,C
FAMBITION,FL07,59,JOYSTICK DERECHO,980907011,,,UND,1,C
FAMBITION,FL07,60,INTERRUPTOR DE NIVEL DE ACEITE,1405000541,,,UND,1,C
FAMBITION,FL07,61,GENERADOR / ALTERNADOR,1325110101,,,UND,0,F
FAMBITION,FL07,62,DETECTOR REVOLUCIONE,,VOP 21426987,,UND,1,C
FAMBITION,FL07,63,CRUCETA LADO CONVERTIDOR,1407020031,,,UND,2,C
FAMBITION,FL07,64,BASE DE CONTACTO CON LUZ,980823001,,,UND,1,C
FAMBITION,FL07,65,CARDAN,,,DEVOLUCION A TAURO,UND,1,PISO
FAMBITION,FL07,67,BOBINA COIL TRANSMISION,,,,UND,1,C
FAMBITION,FL07,68,BELT- CORREA,1418101031,,,UND,7,F
FAMBITION,FL07,69,ACUMULADOR,1614119101,,,UND,1,ALMACEN 1- PISO
FAMBITION,FL07,70,SELLO  ,1407090201,,,UND,2,D
FAMBITION,FL07,71,PEDAL,1615011011,,,UND,0,
FAMBITION,FL07,72,VENTILADOR DE ENFRIADOR,1324509201,,,UND,2,D
FAMBITION,FL07,73,TURBO COMPRENSOR REMAN,1325110081,,,UND,1,PISO
FAMBITION,FL07,74,MOTOR DE ARRANQUE,1325110091,,,UND,0,
FAMBITION,FL07,75,ELEMENTO FILTRANTE,1405406633,9444320,,UND,3,B
FAMBITION,FL07,76,ELEMENTO FILTRANTE,1405000403,3064530,,UND,1,B
FAMBITION,FL07,77,SENSOR DE VELOCIDAD DEL MOTOR,1326050041,,,UND,3,C
FAMBITION,FL07,78,FUSIBLE,1325110271,,,UND,1,C
FAMBITION,FL07,79,RELÉ,980743001,,,UND,2,C
FAMBITION,FL07,80,INTERRUPTOR TERMOMAGNÉTICO,980560031,,,UND,2,C
FAMBITION,FL07,81,INTERRUPTOR TERMOMAGNÉTICO,980560011,,,UND,1,C
FAMBITION,FL07,82,INTERRUPTOR TERMOMAGNÉTICO,980560041,,,UND,1,C
FAMBITION,FL07,83,INTERRUPTOR TERMOMAGNÉTICO,980560021,,,UND,5,C
FAMBITION,FL07,84,INTERRUPTOR DE CARRERA,980872001,,FL-10- FL07,UND,4,C
FAMBITION,FL07,85,ALARMA DE MARCHA ATRÁS,980791011,,,UND,1,C
FAMBITION,FL07,86,BOCINA,980790011,,,UND,1,C
FAMBITION,FL07,87,ENGRASADOR DE ACERO INOXIDABLE M10X1 RECTO,1205600021,,,UND,6,C
FAMBITION,FL07,88,MÓDULO DE CONTACTO AUXILIAR NORMALMENTE CERRADO (NC),980737001,,,UND,1,C
FAMBITION,FL07,89,CONJUNTO DEL PANEL DE CONTROL,1420610122,,,UND,1,C
FAMBITION,FL07,90,CONECTOR DE VÁLVULA SOLENOIDE CON LUZ INDICADORA,980660021,,,UND,1,C
FAMBITION,FL07,91,BOBINA ACUMULADOR DE FRENO,1405401221,,,UND,4,C
FAMBITION,FL07,92,PASADOR DE ARTICULACIÓN DEL BRAZO LEVANTE,1301000012,,,UND,2,I
FAMBITION,FL07,93,BUJE DEL CUCHARÓN,1301000312,,,UND,4,F
FAMBITION,FL07,94,BUJE DEL BRAZO LEVANTE,1301200022,,,UND,4,F
FAMBITION,FL07,95,EJE DE TRANSMISIÓN DELANTERO DE SALIDA DE LA TRANSMISIÓN,1326070041,,,UND,1,PISO
FAMBITION,FL07,96,CONJUNTO DE JUNTA UNIVERSAL 5C SIN MANTENIMIENTO,1226010133,,,UND,2,F
FAMBITION,FL07,97,JUNTA UNIVERSAL,1407020033,,,UND,2,C
FAMBITION,FL07,98,TUERCA,1326020061,,,UND,12,C
FAMBITION,FL07,99,JUNTA TÓRICA,1326303011,,,UND,2,C
FAMBITION,FL07,100,ESCOBILLA DEL LIMPIAPARABRISAS,980877051,,,UND,6,C
FAMBITION,FL07,101,COMPRESOR,1325110301,,,UND,1,F
FAMBITION,FL07,102,VENTILADOR,1325501041,,,UND,4,G
FAMBITION,FL07,103,VENTILADOR DEL CONDENSADOR XPC-3082X-A,1420612021,,,UND,2,D
FAMBITION,FL07,104,BOMA DE EMBOLO PUMP  PISTON,1324122101,,,UND,1,PISO
FAMBITION,FL07,105,BOMBA HIDRAULICA DOBLE SISTEMA DE LEVANTE ,1324121101,,,UND,2,PISO
FAMBITION,FL07,106,PLACA DE BORDE DELANTERO,1301100084,,,UND,1,AFUERA
FAMBITION,FL10,1,FILTRO ADMISION PRIMARIO,1434210011,P621983,,UND,19,TECHO
FAMBITION,FL10,2,FILTRO ADMISION SECUNDARIO,1434210021,P643762,,UND,21,TECHO
FAMBITION,FL10,3,FILTRO DE ACEITE DE TRANSMISION,1324501001,,,UND,2,B
FAMBITION,FL10,4,FILTRO FINO DE COMBUSTIBLE,1615403021,P550529,,UND,18,A
FAMBITION,FL10,5,FILTRO GRUESO DE COMBUSTIBLE ,1615402011 - 1615402012,24360739,,UND,8,A
FAMBITION,FL10,6,FILTRO GRUESO DE COMBUSTIBLE ,1615402011 - 1615402012,2040TM-OR,,UND,8,A
FAMBITION,FL10,7,FILTRO REPIRADOR DEL TANQUE DE TRABAJO,1405000403,,,UND,1,B
FAMBITION,FL10,8,FILTRO DE ALTA PRESION DE FRENO,1405406613,9444280,,UND,10,A
FAMBITION,FL10,9,CARTUCHO FILTRO DE ACEITE TRANSMISION,1324501011,,,UND,2,B
FAMBITION,FL10,10,ELEMENTO FILTRANTE DE AIRE RETORNO NO TEJIDO,1420611221,,,UND,30,
FAMBITION,FL10,11,FILTRO PRINCIPAL DE ACEITE,2606120011,260612001,,UND,35,A
FAMBITION,FL10,12,FILTRO DERIVACION DE ACEITE MOTOR,2606120022,23075367,,UND,23,A
FAMBITION,FL10,13,FILTRO AIRE FRESCO PAPEL,2311510061,,,UND,9,B
FAMBITION,FL10,14,FILTRO SEPARADOR DE AGUA Y COMBUSTIBLE,1615403011,20998367,,UND,5,A
FAMBITION,FL10,15,FILTRO RESPIRADOR DEL TANQUE HIDRAULICO,1405000502,C2405,,UND,3,A
FAMBITION,FL10,16,FILTRO DE RETORNO ACEITE DE TRABAJO,1405000411,FC1073,,UND,4,B
FAMBITION,FL10,17,FILTRO DE RETORNO DE ACEITE DE FRENO,1405000511,P763185,,UND,2,B
FAMBITION,FL10,18,FILTRO DE AIRE,1418420012,,,UND,1,
FAMBITION,FL10,19,KIT DE REPARACION DE CILINDRO DE DIRECCION ,1405201505,,,UND,4,C
FAMBITION,FL10,20,KIT DE REPARACION DE CILINDRO DE DIRECCION ,1405201503,,,UND,2,C
FAMBITION,FL10,21,KIT DE REPARACION DE CILINDRO VOLQUETE,1405301503,,,UND,1,C
FAMBITION,FL10,22,KIT DE REPARACION DE CILINDRO DE ELEVACION ,1405302503,,,UND,2,C
FAMBITION,FL10,23,KIT DE REPARACION DE CILINDRO DE INCLINACION,1405301505,,,UND,3,C
FAMBITION,FL10,24,LIFT CYLINDER KIT,1405302505,,,UND,4,C
FAMBITION,FL10,25,KIT DE JUNTAS DEL MOTOR,1405000804,,,UND,1,B
FAMBITION,FL10,26,INTERRUPTOR DE ALIMENTACION PRINCIPAL,980701011,,,UND,1,E
FAMBITION,FL10,27,INTERRUPTOR DE ARRANQUE,980738001,,,UND,1,E
FAMBITION,FL10,28,INTERRUPTOR DE PROXIMIDAD,980874001,,,UND,1,E
FAMBITION,FL10,29,INTERRUPTOR AUTOMATICO,980560021,,,UND,2,E
FAMBITION,FL10,30,INTERRUPTOR AUTOMATICO,980560061,,,UND,2,E
FAMBITION,FL10,31,INTERRUPTOR AUTOMATICO,980560011,,,UND,2,E
FAMBITION,FL10,32,INTERRUPTOR,980560051,,,UND,2,E
FAMBITION,FL10,33,SENSOR NIVEL COMBUSTIBLE,980787031,,,UND,1,F
FAMBITION,FL10,34,SENSOR NIVEL ACEITE HIDRAULICO,1405000541,,,UND,2,E
FAMBITION,FL10,35,SENSOR DE BAJA PRESION SISTEMA DE FRENO,1405000272,,,UND,2,E
FAMBITION,FL10,36,SENSOR T° DE ACEITE DE TRANSMISION,1405531001,,,UND,1,E
FAMBITION,FL10,37,SENSOR DE REVOLUCIONES MOTOR,1325110231,,,UND,0,
FAMBITION,FL10,38,BELT,1434110011,,,UND,3,F
FAMBITION,FL10,39,BELT,1434110021,,,UND,1,F
FAMBITION,FL10,40,LUZ DE DIRECCION DE FRENOS,980783051,,,UND,1,E
FAMBITION,FL10,41,LUZ DE COCHE,980784031,,,UND,7,E
FAMBITION,FL10,42,LUZ INDICADORA,980762012,,,UND,2,E
FAMBITION,FL10,43,LUZ INDICADORA,980762022,,,UND,3,E
FAMBITION,FL10,44,FUSE LINK,980713001,,,UND,1,
FAMBITION,FL10,45,FUSE LINK,980709001,,,UND,1,
FAMBITION,FL10,46,FUSE HOLDER,980710001,,,UND,2,
FAMBITION,FL10,47,ANILLO DE SELLADO EN V,1301000251,,,UND,2,E
FAMBITION,FL10,48,CONJUNTO DE MANGUERA DE ALTA PRESION ,1420610061,,,UND,1,G
FAMBITION,FL10,49,CONJUNTO DE DEPOSITO DE LIQUIDO ,1420610031,,,UND,1,
FAMBITION,FL10,50,CONJUNTO DE MANGUERA DE ALTA PRESION ,1420610071,,,UND,1,G
FAMBITION,FL10,51,CONJUNTO DE MANGUERA DE ALTA PRESION ,1420610041,,,UND,1,G
FAMBITION,FL10,52,CONJUNTO DE MANGUERA DE ALTA PRESION ,1420610051,,,UND,1,G
FAMBITION,FL10,53,JUNTA UNIVERSAL DE EJE DE TRANSMISION PRINCIPAL ,1407020031,,,UND,1,E
FAMBITION,FL10,54,JUNTA DE GOMA,1305203021,,,UND,1,E
FAMBITION,FL10,55,VALVULA ACUMULADOR DE FRENO,1405401252,,,UND,3,E
FAMBITION,FL10,56,EJE TRANSVERSAL,1407080011,,,UND,1,E
FAMBITION,FL10,57,TAPA DE BRAZO GRANDE,1401200013,,,UND,4,H
FAMBITION,FL10,58,CUBIERTA DE CUCHARON ,1401100051,,,UND,12,G
FAMBITION,FL10,59,CUBIERTA DE BARRA DE ACOPLAMIENTO,1401300022,,,UND,4,H
FAMBITION,FL10,60,MANGA DE BRAZO,1401200012,,,UND,4,H
FAMBITION,FL10,61,BOTON DE PARA DE EMERGENCIA,980839001,,,UND,1,E
FAMBITION,FL10,62,CASQUILLO DE DIRECCION ,1402191171,,,UND,2,G
FAMBITION,FL10,63,COJIN ,1401100021,,,UND,4,E
FAMBITION,FL10,64,PASADOR DE BISAGRA DE BRAZO GRANDE,1401000013,,,UND,2,H
FAMBITION,FL10,65,MALLA PROTECTOR VENTILADOR,1324509401,,,UND,1,F
FAMBITION,FL10,66,EJE TRANSMISION PRINCIPAL,1326070201,,,UND,1,D
FAMBITION,FL10,67,VIDRIO DERECHO,1404000035,,,UND,1,F
FAMBITION,FL10,68,VIDRIO IZQUIERDO,1404000015,,,UND,1,F
FAMBITION,FL10,69,PARABRISAS DELANTERO,1404000025,,,UND,1,F
FAMBITION,FL10,70,CERRADURA DE PUERTA,1404202001,,,UND,1,E
FAMBITION,FL10,71,RESORTE DE GAS,1404000125,,,UND,1,F
FAMBITION,FL10,72,LIMPIAPARABRISAS,980877001,,,UND,1,F
FAMBITION,FL10,73,BOCINA,980790011,,,UND,2,E
FAMBITION,FL10,74,POLEA DE ALTERNADOR MOTOR VOLVO PENTA,,,,UND,1,E
FAMBITION,FL10,75,DEPOSITO DE ACEITE M10*1,1205600021,,,UND,5,E
FAMBITION,FL10,76,MODULO DE CONTACTO AUXILIAR NORMALMENTE CERRADO,980737001,,,UND,2,
FAMBITION,FL10,77,TAPA DE TANQUE REFRIGERANTE,1418501011,,,UND,0,
FAMBITION,FL10,78,MOTOR DE ARRANQUE,1325110091,,,UND,1,B
FAMBITION,FL10,79,ALTERNADOR ,1325110101,,,UND,1,PISO
FAMBITION,FL10,80,BOMBA DE ENFRIAMIENTO,1405125061,,EN REPARADOS,UND,1,
FAMBITION,FL10,81,ALTERNADOR ,,,EN REPARADOS,UND,1,
FAMBITION,FL10,82,FILTRO SEPARADOR DE AGUA Y COMBUSTIBLE,1615403011,P551843,5,UND,12,A
FAMBITION,FT15,1,FILTRO DE AIRE FRESCO DE PAPEL,2311510061,,,UND,8,D
FAMBITION,FT15,2,FILTRO DE ACEITE DE TRANSMISIÓN,1324501011,,,UND,4,D
FAMBITION,FT15,3,CONJUNTO DEL ELEMENTO FILTRANTE,2406211041,,,UND,14,TECHO
FAMBITION,FT15,4,ELEMENTO FILTRANTE DE COMBUSTIBLE ,1615402011,24360739,,UND,7,A
FAMBITION,FT15,5,ELEMENTO FILTRANTRE DE FILTRO DE COMBUSTIBLE,1418101011,22296415,,UND,14,A
FAMBITION,FT15,6,CONJUNTO DEL FILTRO DE ACEITE,2207014032,10058667,,UND,5,A
FAMBITION,FT15,7,ELEMENTO FILTRANTE SEPARADOR DE AGUAC DE OMBUSTIBLE,1418402011,,,UND,6,A
FAMBITION,FT15,8,ELEMENTO FILTRANTE DE ACEITE,1418101021,23958443,,UND,13,D
FAMBITION,FT15,9,SLEVE,2203111092,,,UND,6,B
FAMBITION,FT15,10,KIT DE REPARACIÓN DEL CILINDRO DE DIRECCIÓN,2306201501,,,UND,6,B
FAMBITION,FT15,11,KIT DE REPARACION CILINDRO DE ELEVACIÓN,2306301501,,,UND,6,B
FAMBITION,FT15,12,FUSIBLE,1325110271,,,UND,1,B
FAMBITION,FT15,13,FUSE LINK,980709001,,,UND,2,B
FAMBITION,FT15,14,FUSE HOLDER,980710001,,,UND,2,B
FAMBITION,FT15,15,DISYUNTOR DE 15A,980721001,,,UND,1,B
FAMBITION,FT15,16,INTERRUPTOR DE PROTECCIÓN,980723001,,,UND,1,B
FAMBITION,FT15,17,ESPEJO REFLECTANTE,2402600011,,,UND,1,D
FAMBITION,FT15,18,ESPEJO RETROVISOR,2404400031,,,UND,1,D
FAMBITION,FT15,19,RELÉ,980743001,,,UND,0,
FAMBITION,FT15,20,LUZ,980784031,,,UND,4,C
FAMBITION,FT15,21,ALARMA DE MARCHA ATRÁS,980791011,,,UND,1,B
FAMBITION,FT15,22,BOCINA,980790011,,,UND,1,B
FAMBITION,FT15,23,VALVULA SOLENOIDE DE ESTACIONAMIENTO,1205205001,,,UND,1,D
FAMBITION,FT15,24,RESPIRADERO,2405010011,,,UND,2,B
FAMBITION,FT15,25,JUNTA UNIVERSAL,1226010133,,,UND,2,C
FAMBITION,FT15,26,JUNTA UNIVERSAL,1407020033,,,UND,6,C
FAMBITION,FT15,27,ENGRASADOR DE ACERO INOXIDABLE M10X1 RECTO,1205600021,,,UND,6,B
FAMBITION,FT15,28,MÓDULO DE CONTACTO AUXILIAR NORMALMENTE ABIERTO (NA),980736001,,,UND,1,B
FAMBITION,FT15,29,CORREA,1418101031,,,UND,7,B
FAMBITION,FT15,30,GENERADOR / ALTERNADOR,1325110101,,,UND,1,B
FAMBITION,FT15,31,CLUTCH,1325110941,,,UND,0,C
FAMBITION,FT15,32,BUJE (2),2202203091,,,UND,4,C
